soil_type,rainfall_mm,temp_high_c,temp_low_c,temp_avg_c,humidity_percent,sunlight_hours,wind_speed_kmph,recommended_crop
Sandy,288.1,18.7,13.9,16.3,61.8,3.6,11.9,Soybean
Alluvial,175.1,31.4,11.9,21.6,80.1,3.8,33.8,Maize
Alluvial,174.8,38.8,7.2,23.0,29.8,3.2,25.6,Wheat
Peaty,51.8,20.3,11.5,15.9,21.3,13.0,0.3,Wheat
Peaty,2.4,28.2,5.1,16.6,54.2,13.0,29.1,Chana
Black,253.2,32.4,25.8,29.1,74.2,3.5,2.7,Soybean
Calcareous,188.5,19.3,13.3,16.3,40.8,7.2,4.1,Bajra
Calcareous,163.4,31.1,28.7,29.9,20.1,13.8,8.9,Chana
Sandy,305.0,31.2,7.8,19.5,55.8,5.6,22.4,Groundnut
Sandy,366.3,39.1,13.0,26.1,80.9,12.9,14.6,Wheat
Peaty,211.1,18.5,10.5,14.5,66.7,5.7,2.2,Tur
Loamy,9.8,35.6,25.8,30.7,60.5,3.4,28.5,Sugarcane
Red,152.4,40.4,11.7,26.0,58.9,11.1,5.2,Barley
Sandy,79.2,27.2,16.8,22.0,78.0,3.7,24.7,Soybean
Alluvial,126.2,34.3,32.0,33.1,72.6,7.1,21.4,Rice
Clayey,398.8,36.2,32.4,34.3,54.7,12.5,26.8,Tur
Black,312.9,32.7,22.4,27.6,67.0,5.8,10.9,Soybean
Clayey,203.0,18.3,6.6,12.4,52.3,3.8,35.0,Barley
Saline,354.4,38.9,31.9,35.4,35.4,10.3,26.8,Cotton
Black,352.3,30.1,17.6,23.9,91.3,3.8,34.9,Sugarcane
Laterite,17.6,27.9,8.6,18.2,76.1,3.2,26.6,Sesame
Alluvial,203.1,22.6,7.7,15.2,63.8,5.5,13.8,Wheat
Laterite,196.0,30.4,16.9,23.6,48.4,10.3,17.9,Sesame
Saline,345.5,28.8,24.6,26.7,49.3,4.4,3.4,Soybean
Alluvial,151.6,40.4,26.4,33.4,44.3,11.8,9.1,Chana
Alluvial,81.2,37.7,7.7,22.7,74.2,11.9,1.4,Groundnut
Red,206.4,23.8,15.2,19.5,92.1,6.4,20.7,Soybean
Red,360.8,22.0,15.4,18.7,86.1,6.6,29.9,Soybean
Black,132.3,40.9,35.4,38.1,77.1,11.9,18.7,Cotton
Peaty,243.4,36.8,29.9,33.3,52.3,3.0,14.9,Barley
Black,146.9,31.3,6.6,18.9,71.0,8.4,3.6,Groundnut
Clayey,144.0,39.8,7.3,23.5,88.7,8.7,19.6,Bajra
Clayey,233.1,33.0,20.3,26.6,34.3,7.4,9.2,Sugarcane
Calcareous,66.8,31.1,12.2,21.6,70.9,7.2,16.0,Wheat
Sandy,50.8,20.5,10.3,15.4,31.8,7.9,21.9,Wheat
Laterite,134.8,25.6,22.9,24.2,54.6,7.6,19.6,Chana
Laterite,217.5,23.0,6.1,14.6,95.8,3.1,16.6,Rice
Peaty,368.0,23.3,21.0,22.1,55.0,4.0,25.2,Wheat
Black,243.8,38.2,31.9,35.0,90.2,4.7,33.9,Soybean
Red,322.0,31.4,18.7,25.0,81.1,3.0,21.0,Rice
Calcareous,239.3,38.9,12.8,25.9,32.3,8.1,4.9,Cotton
Red,383.9,27.5,16.8,22.1,80.2,11.4,22.1,Soybean
Calcareous,259.3,18.1,12.2,15.2,68.5,9.6,26.3,Chana
Laterite,42.3,22.5,5.9,14.2,39.1,6.1,18.4,Barley
Calcareous,8.1,40.0,19.6,29.8,26.9,11.5,3.6,Sesame
Red,178.0,40.6,9.2,24.9,21.2,13.2,34.6,Groundnut
Red,305.8,35.0,13.8,24.4,37.3,3.8,34.6,Chana
Black,50.5,24.9,20.4,22.6,51.1,6.2,0.7,Soybean
Red,211.3,24.0,10.2,17.1,29.5,10.5,4.0,Bajra
Saline,224.4,22.1,13.0,17.6,36.4,5.4,25.6,Maize
Loamy,233.7,27.0,12.5,19.8,31.5,8.8,11.2,Soybean
Red,81.2,21.6,7.0,14.3,25.1,7.0,33.5,Wheat
Clayey,388.7,32.9,25.6,29.2,47.6,3.8,3.8,Barley
Alluvial,289.4,39.4,5.7,22.6,45.8,5.3,23.4,Bajra
Peaty,234.6,29.4,23.4,26.4,60.0,5.8,12.2,Tur
Peaty,270.4,27.5,25.3,26.4,52.4,11.7,3.6,Tur
Loamy,199.4,25.8,7.9,16.9,45.3,3.0,5.6,Cotton
Saline,63.6,35.3,18.9,27.1,26.2,10.4,12.0,Wheat
Saline,325.2,39.3,6.1,22.7,71.4,10.3,32.6,Barley
Peaty,0.9,19.2,8.8,14.0,60.5,5.4,2.3,Barley
Clayey,2.1,29.2,12.4,20.8,63.1,11.3,34.8,Barley
Alluvial,96.5,26.4,9.4,17.9,53.4,8.5,8.4,Maize
Saline,152.8,24.0,10.6,17.3,59.8,13.3,22.0,Sugarcane
Sandy,353.8,20.2,17.0,18.6,52.4,3.5,8.0,Cotton
Red,271.3,31.0,21.6,26.3,47.1,10.5,12.9,Sugarcane
Peaty,50.9,30.0,26.5,28.2,27.3,7.5,32.4,Wheat
Saline,236.6,27.8,14.9,21.4,84.1,9.0,8.2,Soybean
Loamy,121.1,40.4,29.7,35.0,23.1,4.3,32.2,Groundnut
Clayey,337.7,39.4,26.4,32.9,71.9,12.0,11.3,Tur
Peaty,87.6,40.7,8.9,24.8,90.0,10.9,4.3,Bajra
Peaty,256.8,39.9,11.8,25.9,80.7,10.7,32.4,Soybean
Sandy,236.1,36.9,17.5,27.2,61.1,11.7,20.8,Cotton
Saline,111.9,25.8,23.7,24.8,86.0,11.4,34.4,Sugarcane
Sandy,160.0,32.4,21.3,26.9,95.1,3.1,22.9,Tur
Clayey,354.8,31.7,10.2,20.9,22.4,3.6,23.9,Mustard
Loamy,83.1,29.3,19.1,24.2,73.8,13.3,18.8,Cotton
Alluvial,359.6,34.9,22.2,28.5,47.7,11.8,33.8,Chana
Laterite,227.7,33.9,14.8,24.4,81.2,7.8,33.2,Rice
Calcareous,350.3,35.0,22.8,28.9,67.6,9.8,19.3,Chana
Clayey,187.8,33.2,20.2,26.7,47.0,9.2,22.2,Maize
Laterite,109.9,38.1,9.1,23.6,65.4,10.9,1.2,Maize
Calcareous,70.0,25.0,5.0,15.0,31.5,3.8,14.7,Sesame
Saline,229.9,23.0,5.1,14.1,68.5,6.8,19.6,Wheat
Alluvial,263.2,38.3,12.6,25.4,31.8,12.8,22.1,Maize
Black,238.4,19.9,13.2,16.5,52.2,12.0,11.3,Maize
Sandy,250.5,41.5,33.4,37.5,62.3,8.1,34.0,Maize
Peaty,399.3,41.8,12.6,27.2,54.1,9.5,24.7,Groundnut
Laterite,147.1,36.7,32.2,34.5,75.6,7.8,3.5,Mustard
Sandy,379.8,36.2,25.0,30.6,70.8,5.1,6.4,Mustard
Clayey,322.9,35.2,17.9,26.6,50.6,5.4,14.7,Maize
Loamy,115.9,22.4,6.6,14.5,94.0,6.4,10.8,Barley
Black,298.1,31.4,10.4,20.9,26.7,5.9,31.0,Soybean
Calcareous,288.2,23.7,20.7,22.2,85.4,4.9,10.9,Rice
Red,10.2,39.4,15.6,27.5,66.9,7.1,21.2,Bajra
Red,297.0,38.2,31.1,34.7,99.5,9.2,29.8,Wheat
Saline,292.5,19.2,10.7,14.9,48.9,6.2,22.5,Mustard
Calcareous,132.2,30.2,20.6,25.4,48.5,11.2,19.5,Bajra
Sandy,183.3,21.9,9.1,15.5,48.0,4.6,17.9,Barley
Laterite,184.4,40.0,28.9,34.5,37.4,11.9,1.5,Soybean
Clayey,374.0,34.0,17.9,25.9,65.0,12.7,23.9,Barley
Alluvial,261.0,41.8,29.4,35.6,54.4,13.1,33.3,Mustard
Laterite,71.9,38.2,33.5,35.9,40.5,12.4,14.5,Sesame
Red,294.5,36.2,31.8,34.0,63.0,13.9,5.8,Wheat
Alluvial,257.0,36.2,26.2,31.2,49.5,11.9,19.8,Cotton
Clayey,44.1,19.9,16.4,18.1,80.1,7.1,34.3,Wheat
Sandy,187.8,21.3,10.3,15.8,24.0,8.4,24.7,Rice
Sandy,114.7,40.7,32.7,36.7,47.7,7.6,22.7,Maize
Alluvial,129.8,35.3,18.4,26.8,69.3,7.3,16.8,Mustard
Calcareous,76.1,18.4,8.0,13.2,56.2,8.2,15.8,Wheat
Clayey,163.6,27.9,17.0,22.4,34.4,7.0,15.3,Wheat
Clayey,77.2,23.9,5.9,14.9,84.4,9.1,1.0,Mustard
Saline,145.6,21.6,13.1,17.4,93.9,3.6,10.9,Tur
Clayey,258.3,30.1,28.0,29.1,81.1,5.4,28.7,Rice
Calcareous,114.2,18.4,13.3,15.8,30.2,12.7,17.0,Tur
Loamy,199.7,33.3,7.6,20.4,38.3,13.4,14.7,Soybean
Saline,93.6,30.7,25.9,28.3,69.0,5.0,2.0,Rice
Laterite,388.1,24.9,12.3,18.6,89.9,4.2,1.5,Rice
Calcareous,283.9,21.1,12.7,16.9,73.9,6.5,32.3,Soybean
Red,365.7,30.1,20.8,25.5,76.2,8.7,12.0,Rice
Saline,85.7,31.2,22.2,26.7,31.0,7.1,31.0,Groundnut
Laterite,261.5,23.5,6.2,14.8,86.7,12.6,20.1,Rice
Loamy,85.6,30.2,9.5,19.9,45.5,9.3,11.0,Soybean
Alluvial,166.2,19.7,8.4,14.1,91.9,11.0,22.3,Mustard
Clayey,105.9,32.9,16.7,24.8,20.5,9.7,28.4,Groundnut
Sandy,84.6,37.5,8.5,23.0,60.2,3.7,15.3,Sesame
Clayey,366.2,29.1,19.8,24.5,67.4,12.1,21.8,Groundnut
Alluvial,300.2,31.9,7.9,19.9,55.2,10.2,19.1,Wheat
Red,326.8,40.3,16.5,28.4,98.6,13.7,18.9,Chana
Red,38.1,24.6,8.9,16.8,80.0,4.3,22.9,Barley
Saline,307.7,32.1,24.3,28.2,95.2,5.5,0.1,Soybean
Calcareous,390.0,26.6,9.2,17.9,24.4,6.4,13.1,Soybean
Saline,292.6,26.8,19.2,23.0,72.6,9.8,30.3,Sugarcane
Red,265.1,29.1,9.8,19.5,66.0,13.2,8.6,Sugarcane
Calcareous,94.4,36.3,10.1,23.2,71.9,11.8,24.2,Sugarcane
Laterite,89.8,23.9,17.3,20.6,95.5,13.7,7.4,Groundnut
Clayey,133.5,33.4,8.4,20.9,90.1,7.2,27.0,Wheat
Peaty,396.5,34.6,16.4,25.5,34.8,12.7,14.6,Sesame
Saline,279.0,22.7,18.5,20.6,32.5,5.3,0.4,Mustard
Saline,262.1,24.9,6.8,15.8,58.0,9.0,17.9,Mustard
Loamy,6.7,35.0,9.4,22.2,76.4,8.1,12.8,Rice
Loamy,111.3,41.1,37.5,39.3,21.6,4.7,26.5,Soybean
Peaty,277.2,38.6,32.9,35.8,87.3,13.7,28.7,Tur
Red,258.5,25.0,8.2,16.6,49.9,10.7,3.2,Sugarcane
Peaty,280.3,39.0,18.1,28.6,52.5,11.2,24.9,Soybean
Red,232.5,19.0,15.9,17.4,99.4,6.9,18.8,Rice
Laterite,113.1,31.2,28.1,29.6,45.8,9.6,16.6,Tur
Black,119.4,39.3,19.6,29.4,44.9,11.1,4.7,Groundnut
Calcareous,332.3,22.7,6.9,14.8,83.0,9.8,3.3,Sugarcane
Laterite,220.0,35.4,16.6,26.0,48.5,6.7,1.5,Bajra
Alluvial,379.2,39.1,33.2,36.2,73.0,5.6,31.4,Tur
Clayey,276.5,34.9,12.1,23.5,26.1,7.9,23.6,Sugarcane
Laterite,193.9,30.9,5.6,18.2,94.7,14.0,19.1,Maize
Sandy,358.7,40.1,16.6,28.4,70.8,6.6,17.9,Mustard
Black,61.2,36.1,22.0,29.1,75.4,8.9,33.3,Groundnut
Alluvial,370.7,34.1,10.6,22.4,29.7,6.9,17.5,Sugarcane
Clayey,26.1,23.0,16.8,19.9,23.3,3.4,30.6,Tur
Loamy,275.7,34.4,5.8,20.1,44.7,12.4,30.4,Maize
Sandy,57.9,28.4,7.5,17.9,83.9,5.0,16.7,Rice
Sandy,156.9,39.4,35.4,37.4,48.1,10.8,12.6,Tur
Red,249.4,30.8,28.0,29.4,86.0,13.4,1.8,Sugarcane
Sandy,208.7,18.6,6.3,12.5,60.7,3.5,14.9,Mustard
Peaty,318.1,38.4,5.8,22.1,32.9,10.9,23.9,Cotton
Black,330.7,23.5,17.9,20.7,68.8,5.7,9.6,Groundnut
Peaty,100.9,26.5,22.8,24.6,95.7,8.6,17.3,Sesame
Clayey,164.3,32.7,9.5,21.1,27.8,8.4,17.6,Barley
Alluvial,156.2,28.2,19.4,23.8,27.1,4.1,22.1,Chana
Loamy,13.9,24.0,5.2,14.6,66.0,8.0,16.7,Wheat
Sandy,386.7,28.4,20.7,24.5,44.3,7.8,9.8,Bajra
Loamy,316.6,34.5,17.9,26.2,82.6,5.9,24.8,Soybean
Alluvial,108.3,36.3,8.3,22.3,51.5,10.6,32.5,Soybean
Peaty,95.7,30.8,9.3,20.1,90.1,8.4,8.7,Rice
Peaty,398.3,21.3,15.3,18.3,44.8,8.7,0.4,Maize
Loamy,67.5,28.5,12.2,20.4,46.8,13.1,33.3,Cotton
Alluvial,128.3,29.2,22.8,26.0,74.3,5.3,14.8,Chana
Alluvial,356.9,24.4,9.5,16.9,46.7,11.2,34.2,Mustard
Calcareous,265.4,31.3,22.0,26.6,57.5,8.1,18.7,Sesame
Alluvial,373.1,37.9,8.8,23.4,79.4,8.6,8.1,Soybean
Sandy,230.4,28.4,17.6,23.0,44.6,7.8,20.7,Sesame
Clayey,344.9,31.9,5.0,18.4,42.4,10.2,34.2,Cotton
Red,205.3,40.8,7.4,24.1,67.6,14.0,30.3,Sesame
Laterite,240.6,40.9,25.9,33.4,93.6,5.0,27.5,Tur
Loamy,280.1,25.9,17.6,21.8,31.3,5.1,34.9,Groundnut
Laterite,253.6,37.9,6.9,22.4,96.0,6.9,30.1,Barley
Alluvial,140.3,39.9,16.4,28.1,86.9,7.2,1.7,Sugarcane
Black,72.3,34.2,5.8,20.0,94.3,11.5,24.0,Maize
Alluvial,168.0,33.5,8.5,21.0,25.9,13.7,32.4,Sugarcane
Sandy,398.3,27.3,10.1,18.7,23.8,8.2,18.8,Maize
Red,134.2,33.6,29.8,31.7,28.0,6.5,3.3,Barley
Saline,174.6,34.3,22.0,28.1,66.9,10.2,5.6,Rice
Clayey,356.0,28.0,20.7,24.4,77.6,6.6,8.8,Soybean
Alluvial,193.0,40.6,36.8,38.7,94.7,8.9,14.0,Chana
Saline,246.6,28.3,11.8,20.1,69.4,4.5,2.2,Sesame
Black,234.4,20.5,18.2,19.4,70.5,6.0,3.5,Soybean
Loamy,374.6,36.1,10.8,23.5,49.8,8.8,23.8,Soybean
Clayey,34.8,36.7,32.8,34.8,70.5,9.8,1.5,Tur
Loamy,367.3,41.1,8.0,24.6,46.4,13.7,18.1,Maize
Black,21.5,32.3,16.2,24.2,76.3,6.9,8.3,Sugarcane
Loamy,281.7,41.4,9.9,25.6,99.4,7.6,0.5,Maize
Alluvial,193.5,21.0,11.0,16.0,47.9,9.4,0.7,Groundnut
Laterite,264.3,40.4,27.6,34.0,59.0,5.2,3.7,Tur
Black,244.1,32.2,14.7,23.5,80.5,9.9,24.3,Sugarcane
Loamy,184.5,40.6,8.9,24.8,47.0,5.9,13.3,Soybean
Black,176.9,41.6,7.1,24.4,46.1,12.5,17.9,Soybean
Loamy,104.4,31.5,8.5,20.0,26.8,11.5,31.1,Soybean
Loamy,250.0,25.1,17.5,21.3,64.4,11.9,4.5,Groundnut
Alluvial,367.6,28.4,7.6,18.0,50.4,3.2,32.3,Mustard
Red,118.0,34.8,14.8,24.8,99.7,13.9,8.2,Cotton
Clayey,77.6,29.6,5.8,17.7,77.5,12.1,31.7,Chana
Alluvial,126.3,28.8,23.2,26.0,44.5,11.4,19.5,Rice
Saline,128.0,39.3,19.3,29.3,51.7,7.5,22.3,Groundnut
Clayey,63.5,22.8,10.9,16.9,92.8,13.4,23.8,Chana
Alluvial,328.8,18.4,15.4,16.9,66.2,3.7,2.1,Sugarcane
Saline,144.4,30.2,20.5,25.4,37.9,9.3,23.1,Maize
Saline,284.8,24.1,9.5,16.8,46.1,11.5,8.9,Wheat
Saline,164.0,33.0,28.6,30.8,72.0,12.7,28.1,Mustard
Alluvial,206.1,27.0,8.8,17.9,76.1,8.3,32.2,Sugarcane
Black,380.6,31.7,18.6,25.1,26.0,12.7,5.3,Maize
Peaty,57.5,33.6,17.5,25.6,95.3,5.1,34.0,Groundnut
Saline,398.3,38.7,10.3,24.5,80.3,13.9,20.9,Mustard
Sandy,215.8,34.6,23.7,29.1,69.3,7.5,3.4,Barley
Calcareous,192.3,36.8,15.5,26.1,83.8,10.5,0.5,Soybean
Saline,133.1,30.3,21.4,25.9,33.4,3.4,3.6,Mustard
Saline,290.2,31.9,14.2,23.0,20.6,10.4,16.4,Tur
Black,360.3,41.3,26.3,33.8,39.7,4.8,10.3,Soybean
Laterite,244.0,29.3,5.4,17.4,67.3,3.4,5.7,Barley
Calcareous,8.0,32.0,16.3,24.1,66.7,11.5,8.4,Sugarcane
Alluvial,52.6,30.2,13.5,21.9,59.1,3.1,15.5,Wheat
Laterite,328.8,27.9,16.6,22.2,84.8,3.9,23.3,Soybean
Loamy,195.7,23.8,20.4,22.1,71.3,3.8,12.5,Groundnut
Alluvial,356.7,31.1,13.4,22.2,37.2,10.8,26.9,Maize
Laterite,132.4,22.5,10.3,16.4,46.0,12.1,8.0,Sesame
Laterite,166.5,40.2,12.2,26.2,47.4,5.2,26.3,Rice
Laterite,384.2,41.7,30.9,36.3,65.2,10.1,9.0,Sesame
Saline,277.1,19.2,13.8,16.5,52.1,13.1,26.2,Barley
Clayey,346.4,23.0,11.2,17.1,92.7,5.7,28.7,Sugarcane
Red,381.9,30.0,11.5,20.8,39.2,10.1,22.5,Barley
Peaty,92.1,28.2,5.9,17.1,32.2,10.4,10.2,Tur
Loamy,390.6,36.4,20.5,28.4,85.5,4.5,19.7,Cotton
Sandy,15.7,22.0,13.8,17.9,89.9,9.5,28.1,Sesame
Clayey,55.3,30.9,27.5,29.2,80.4,3.8,32.0,Sugarcane
Alluvial,152.5,39.7,18.3,29.0,57.5,6.5,8.3,Mustard
Black,40.3,22.9,10.0,16.4,45.9,10.1,13.1,Barley
Sandy,313.5,30.2,11.1,20.6,93.4,13.4,17.7,Rice
Red,312.6,26.6,8.2,17.4,28.4,10.7,16.1,Soybean
Clayey,310.8,40.7,8.3,24.5,74.2,6.3,17.7,Rice
Red,136.7,28.8,5.2,17.0,75.3,5.3,27.0,Soybean
Sandy,376.5,33.3,13.9,23.6,65.5,3.3,11.9,Sugarcane
Clayey,81.5,21.1,19.0,20.1,73.7,7.9,12.0,Tur
Saline,149.1,31.8,6.9,19.4,84.1,5.1,7.6,Barley
Calcareous,132.6,30.6,24.6,27.6,91.0,10.4,29.3,Sesame
Sandy,16.8,22.7,11.9,17.3,53.5,9.9,2.6,Sesame
Sandy,362.8,37.7,35.6,36.7,53.9,13.4,22.8,Wheat
Loamy,384.7,35.4,11.3,23.4,63.8,5.5,23.9,Cotton
Red,27.9,32.2,12.6,22.4,68.1,5.3,5.6,Rice
Saline,264.8,41.5,29.4,35.5,86.2,4.7,20.0,Rice
Calcareous,255.9,33.1,19.9,26.5,83.8,11.0,33.2,Sugarcane
Peaty,223.7,26.2,11.0,18.6,24.6,3.8,0.6,Barley
Red,158.7,41.4,37.1,39.2,95.2,6.8,20.6,Soybean
Calcareous,19.3,20.9,12.0,16.4,21.3,4.5,12.7,Tur
Loamy,168.3,25.0,6.6,15.8,75.8,4.7,20.0,Soybean
Alluvial,237.4,19.3,5.6,12.4,65.2,4.8,35.0,Barley
Sandy,105.4,25.4,6.6,16.0,39.8,8.9,33.3,Chana
Loamy,224.3,37.5,30.2,33.9,49.1,8.1,8.5,Maize
Black,152.6,41.2,32.2,36.7,98.2,11.5,32.9,Maize
Black,389.0,31.7,26.2,28.9,60.2,4.6,31.9,Groundnut
Saline,181.6,20.8,5.8,13.3,26.8,8.9,31.7,Barley
Black,338.6,21.6,16.8,19.2,20.2,3.7,20.3,Groundnut
Alluvial,102.0,27.9,20.0,23.9,35.9,12.1,8.2,Soybean
Red,237.6,27.9,18.7,23.3,60.8,9.5,24.4,Bajra
Loamy,306.4,28.6,6.8,17.7,44.7,13.4,26.5,Groundnut
Sandy,399.2,39.8,9.0,24.4,32.1,10.9,7.5,Sesame
Calcareous,147.6,35.2,5.3,20.2,86.0,5.6,33.4,Barley
Saline,61.3,28.3,22.9,25.6,77.0,3.5,4.5,Sesame
Peaty,215.4,41.1,10.1,25.6,45.8,5.2,12.6,Chana
Saline,308.7,25.6,12.5,19.1,81.4,7.1,15.3,Rice
Black,1.8,39.0,21.7,30.4,50.1,13.2,13.5,Bajra
Alluvial,305.5,40.2,31.3,35.8,46.2,11.9,34.6,Sesame
Peaty,330.3,32.6,7.7,20.2,71.1,12.3,2.4,Soybean
Black,96.1,37.6,13.4,25.5,85.6,12.2,16.8,Cotton
Laterite,213.4,22.5,18.1,20.3,51.8,6.5,26.5,Bajra
Peaty,355.1,29.0,6.0,17.5,24.0,13.1,18.0,Maize
Loamy,31.3,35.4,33.4,34.4,96.5,10.5,33.5,Cotton
Clayey,155.3,37.8,6.6,22.2,85.6,4.4,8.2,Soybean
Black,124.1,18.8,12.4,15.6,61.3,8.1,2.7,Cotton
Peaty,35.4,23.5,18.6,21.1,39.8,3.3,1.9,Wheat
Alluvial,349.7,19.3,15.2,17.2,90.2,8.5,20.4,Sugarcane
Clayey,51.8,29.8,20.2,25.0,27.9,7.5,1.7,Mustard
Loamy,360.8,31.1,12.5,21.8,76.8,11.5,31.7,Rice
Sandy,4.7,27.1,14.7,20.9,47.1,6.0,21.8,Chana
Saline,240.9,26.1,15.8,21.0,34.0,12.1,1.9,Sugarcane
Clayey,243.9,24.6,5.3,15.0,93.0,9.4,21.6,Sugarcane
Loamy,103.5,41.9,24.4,33.1,35.2,10.8,25.3,Maize
Alluvial,384.0,35.3,10.3,22.8,51.8,3.4,4.7,Barley
Laterite,137.0,36.8,21.4,29.1,99.3,8.0,31.1,Chana
Sandy,141.1,31.9,9.4,20.6,32.3,3.7,23.3,Sesame
Peaty,24.0,32.2,20.8,26.5,28.8,10.6,16.2,Maize
Clayey,336.4,22.3,14.6,18.4,88.6,12.8,14.7,Rice
Clayey,280.3,27.1,23.4,25.2,83.6,6.0,27.9,Rice
Alluvial,382.3,41.6,18.3,30.0,96.4,12.4,31.6,Cotton
Red,312.1,36.4,33.9,35.1,57.6,8.6,10.7,Sesame
Laterite,176.0,30.5,11.3,20.9,55.8,7.9,23.7,Rice
Laterite,342.5,35.8,29.5,32.6,41.9,6.1,0.9,Chana
Black,52.9,28.4,10.5,19.4,89.6,6.5,21.1,Cotton
Sandy,231.2,34.5,13.2,23.9,48.3,9.0,29.5,Soybean
Calcareous,383.5,39.0,26.0,32.5,79.5,9.7,0.6,Soybean
Alluvial,154.6,35.6,15.8,25.7,70.2,11.9,34.2,Maize
Peaty,29.4,29.8,18.2,24.0,34.6,9.9,14.6,Mustard
Alluvial,281.9,34.4,10.4,22.4,22.6,8.0,29.3,Chana
Calcareous,35.9,37.9,23.1,30.5,23.7,13.8,27.7,Maize
Calcareous,88.3,30.3,14.6,22.4,57.0,9.7,9.4,Rice
Loamy,395.8,29.9,12.4,21.1,56.5,13.8,32.5,Groundnut
Sandy,250.6,22.6,11.3,17.0,71.7,11.4,5.3,Sugarcane
Peaty,179.4,24.7,18.9,21.8,72.8,13.9,2.7,Maize
Black,28.2,36.9,9.8,23.4,61.4,7.1,34.1,Chana
Sandy,18.9,24.3,19.4,21.9,88.3,4.0,34.3,Barley
Alluvial,269.0,23.6,18.4,21.0,81.8,10.7,1.9,Soybean
Laterite,249.4,29.1,6.1,17.6,55.1,8.9,2.8,Rice
Clayey,352.6,41.3,27.6,34.5,92.8,5.5,28.8,Chana
Laterite,241.4,18.8,9.2,14.0,95.5,8.9,23.4,Soybean
Alluvial,98.4,23.0,7.8,15.4,42.2,13.1,29.7,Wheat
Saline,201.0,19.8,6.8,13.3,24.3,11.9,30.7,Barley
Sandy,199.0,18.0,15.1,16.6,31.7,14.0,1.9,Wheat
Black,33.1,25.5,17.1,21.3,81.8,7.4,20.4,Chana
Black,383.3,32.7,8.2,20.5,72.6,10.4,16.2,Soybean
Alluvial,391.6,38.3,13.4,25.8,40.7,12.8,6.8,Groundnut
Loamy,288.9,32.8,6.2,19.5,82.7,9.3,9.3,Sugarcane
Clayey,112.0,25.2,19.8,22.5,54.9,11.3,9.6,Soybean
Sandy,203.0,25.7,7.2,16.4,29.3,5.9,19.9,Rice
Red,308.4,25.3,10.7,18.0,94.2,5.0,11.7,Rice
Clayey,177.9,31.0,27.0,29.0,44.2,4.4,11.8,Sugarcane
Saline,335.6,37.9,35.2,36.5,76.4,11.9,11.4,Groundnut
Laterite,285.1,26.3,20.2,23.2,38.0,6.1,26.1,Wheat
Peaty,362.7,24.5,21.6,23.1,50.6,5.6,2.0,Sesame
Black,287.3,32.4,13.5,22.9,60.4,6.2,15.4,Cotton
Red,179.4,38.6,30.0,34.3,46.2,4.3,29.1,Wheat
Clayey,75.1,32.5,25.8,29.1,42.9,7.5,25.2,Tur
Red,396.2,29.3,15.1,22.2,90.1,11.5,10.1,Rice
Sandy,335.8,37.0,19.6,28.3,31.8,12.0,30.0,Groundnut
Clayey,267.6,29.4,27.2,28.3,67.0,10.7,26.7,Tur
Red,201.5,39.8,14.0,26.9,65.4,8.1,27.4,Wheat
Loamy,125.3,26.7,24.2,25.4,38.0,10.5,17.5,Cotton
Loamy,361.3,26.7,5.8,16.2,43.8,11.9,25.9,Cotton
Clayey,142.0,23.0,10.1,16.6,70.1,7.3,1.3,Groundnut
Loamy,17.2,34.8,18.3,26.5,59.6,8.2,24.8,Groundnut
Red,3.7,21.7,16.1,18.9,57.9,5.9,1.9,Groundnut
Loamy,380.3,41.0,13.7,27.4,40.6,3.7,30.8,Groundnut
Laterite,41.8,37.2,9.3,23.2,91.0,13.0,15.8,Wheat
Black,186.0,22.6,17.7,20.1,26.2,13.9,21.7,Groundnut
Saline,204.9,19.8,14.7,17.2,20.9,3.2,33.9,Mustard
Sandy,42.3,25.4,5.3,15.3,24.6,6.6,24.2,Rice
Red,389.4,23.9,13.5,18.7,30.2,12.1,30.4,Wheat
Alluvial,0.5,24.2,16.9,20.5,45.6,12.1,10.9,Wheat
Alluvial,291.5,22.5,12.2,17.4,63.4,3.3,6.6,Maize
Loamy,152.9,33.1,19.7,26.4,62.4,3.8,29.9,Soybean
Saline,360.3,35.9,6.7,21.3,78.3,11.5,14.9,Sesame
Alluvial,319.4,22.0,11.4,16.7,65.8,9.9,1.3,Tur
Peaty,151.7,25.6,10.4,18.0,62.8,7.6,18.1,Barley
Saline,196.0,41.1,8.4,24.8,38.3,8.1,30.9,Mustard
Laterite,314.2,31.0,9.9,20.4,57.4,6.7,7.4,Barley
Peaty,203.4,31.7,5.6,18.6,75.0,13.6,4.5,Soybean
Alluvial,233.5,38.5,31.8,35.1,66.5,5.4,10.3,Mustard
Clayey,393.7,23.8,5.9,14.9,65.0,13.4,19.4,Mustard
Sandy,102.1,30.3,20.5,25.4,20.4,10.5,0.0,Sesame
Laterite,260.4,19.8,7.2,13.5,70.2,5.9,11.5,Rice
Calcareous,346.6,29.1,5.1,17.1,39.9,13.8,3.0,Sesame
Loamy,342.5,23.4,19.8,21.6,64.4,5.1,27.7,Maize
Clayey,157.6,20.4,13.0,16.7,49.0,4.5,11.0,Rice
Sandy,336.6,24.9,5.8,15.3,99.4,11.8,23.1,Soybean
Peaty,380.9,35.3,19.1,27.2,28.1,13.4,28.9,Mustard
Red,54.0,41.3,35.7,38.5,44.0,9.1,11.4,Sesame
