state,district,month,soil_type,rainfall_mm,temp_high_c,temp_low_c,temp_avg_c,humidity_percent,sunlight_hours,wind_speed_kmph,wind_direction,rain_probability,rain_duration_hours
Maharashtra,Sangli,2024-12,Red,5,30.2,14.9,22.6,30.9,9.4,13.1,SW,50.00,0.65
Maharashtra,Sangli,2025-01,Black,12.9,28.9,15.1,22,41.3,7.8,5.2,W,81.00,1.68
Maharashtra,Sangli,2025-02,Loamy,16.9,30.6,15.7,23.1,42,11.4,12.9,SE,75.00,2.20
Maharashtra,Sangli,2025-03,Loamy,27.6,33.7,20.3,27,29.8,11,4.5,W,86.00,3.59
Maharashtra,Sangli,2025-04,Black,31.7,35.3,23.3,29.3,36.6,8.9,6.4,E,41.00,4.12
Maharashtra,Sangli,2025-05,Alluvial,67.1,40.2,24.7,32.5,62.2,8.5,6.4,E,82.00,8.72
Maharashtra,Sangli,2025-06,Loamy,200.9,35.6,26.4,31,76.6,5,9.4,W,76.00,26.12
Maharashtra,Sangli,2025-07,Sandy,226.1,32,23.5,27.8,72.5,4.7,5.3,SE,53.00,29.39
Maharashtra,Sangli,2025-08,Black,337.9,31.8,21.2,26.5,78.7,3.4,6.2,E,64.00,43.93
Maharashtra,Sangli,2025-09,Red,147.1,30.6,20.9,25.8,69.7,7.4,7.4,NW,89.00,19.12
Rajasthan,Jaipur,2023-10,Sandy,0,29.8,15.2,22.5,49.6,6.8,6.5,N,45.00,0.00
Rajasthan,Jaipur,2023-11,Loamy,2.4,30.1,9.5,19.8,48.8,9.6,1.6,S,88.00,0.31
Rajasthan,Jaipur,2023-12,Alluvial,3.9,24.3,6.6,15.4,84.3,7.4,13.1,E,47.00,0.51
Rajasthan,Jaipur,2024-01,Red,2.2,24.4,5.9,15.1,40.8,8.9,9,NW,70.00,0.29
Rajasthan,Jaipur,2024-02,Sandy,0,28.1,7.5,17.8,33.7,9,11.7,S,31.00,0.00
Rajasthan,Jaipur,2024-03,Sandy,5.7,33.5,12.1,22.8,52.6,10.2,13.5,S,67.00,0.74
Rajasthan,Jaipur,2024-04,Black,13.8,39,20.1,29.6,58,8.8,10.2,S,30.00,1.79
Rajasthan,Jaipur,2024-05,Sandy,23,41.9,26.1,34,47.5,9.4,8.6,W,48.00,2.99
Rajasthan,Jaipur,2024-06,Black,44.6,41.4,28,34.7,40.4,8.6,10.8,NE,50.00,5.80
Rajasthan,Jaipur,2024-07,Loamy,49.9,37.2,23.3,30.2,57.7,7.9,6.8,W,43.00,6.49
Rajasthan,Jaipur,2024-08,Loamy,45.2,32.3,23.7,28,58.1,9.8,4.5,SW,37.00,5.88
Rajasthan,Jaipur,2024-09,Red,20.3,29.5,20.8,25.1,28.7,10.7,10.3,S,86.00,2.64
Rajasthan,Jaipur,2024-10,Sandy,12,35.3,14.8,25,62.5,10.4,7.3,N,71.00,1.56
Rajasthan,Jaipur,2024-11,Alluvial,7.3,26.3,9,17.6,38.9,9,4.8,S,32.00,0.95
Rajasthan,Jaipur,2024-12,Loamy,5,23.6,6.4,15,39.3,7.7,8.8,N,88.00,0.65
Rajasthan,Jaipur,2025-01,Red,0,23.9,4.3,14.1,64.9,10.4,8.3,NW,77.00,0.00
Rajasthan,Jaipur,2025-02,Loamy,7.7,25.7,8.6,17.1,47,9.8,11.8,SE,65.00,1.00
Rajasthan,Jaipur,2025-03,Black,10.8,33.4,11,22.2,35.4,9.4,8.3,SW,72.00,1.40
Rajasthan,Jaipur,2025-04,Loamy,8.3,41.6,21.8,31.7,51,9.6,7.3,SE,83.00,1.08
Rajasthan,Jaipur,2025-05,Black,16.8,42.1,26.3,34.2,32.6,9.8,7.5,S,65.00,2.18
Rajasthan,Jaipur,2025-06,Alluvial,11.4,38.7,26.5,32.6,63.9,10.1,4,NE,37.00,1.48
Rajasthan,Jaipur,2025-07,Sandy,45.3,32.6,25.3,29,55.3,9.4,11.9,S,38.00,5.89
Rajasthan,Jaipur,2025-08,Loamy,20.7,30.9,22.3,26.6,70.4,8,0.5,N,61.00,2.69
Rajasthan,Jaipur,2025-09,Black,16.6,34.8,22.4,28.6,40.4,9.1,11.4,SW,59.00,2.16
Rajasthan,Jodhpur,2023-10,Red,0.1,32.1,16,24.1,49.5,9,7.8,S,83.00,0.01
Rajasthan,Jodhpur,2023-11,Black,0,26.7,10.3,18.5,35.2,9.6,9,W,56.00,0.00
Rajasthan,Jodhpur,2023-12,Black,0.8,24,4.6,14.3,42.9,10.1,8.2,SE,51.00,0.10
Rajasthan,Jodhpur,2024-01,Loamy,0.9,24,6.6,15.3,24.5,10.7,6.7,SW,48.00,0.12
Rajasthan,Jodhpur,2024-02,Black,4.7,28.5,6.1,17.3,37.9,9.2,5.4,S,79.00,0.61
Rajasthan,Jodhpur,2024-03,Sandy,13.8,31.4,12.1,21.8,47,8.3,6.5,S,90.00,1.79
Rajasthan,Jodhpur,2024-04,Red,14.6,37.2,19.7,28.5,39.7,8,8.7,S,61.00,1.90
Rajasthan,Jodhpur,2024-05,Sandy,35.8,41.7,26,33.9,51.9,8.2,12.8,NE,78.00,4.65
Rajasthan,Jodhpur,2024-06,Black,27.5,42.2,25.9,34,63.2,10.3,9.4,NE,57.00,3.58
Rajasthan,Jodhpur,2024-07,Sandy,36.9,34.3,25.2,29.8,61.4,7.5,4.4,SE,46.00,4.80
Rajasthan,Jodhpur,2024-08,Alluvial,27.8,33.2,22.7,28,72.2,7.5,8.1,SW,64.00,3.61
Rajasthan,Jodhpur,2024-09,Alluvial,4.3,34.8,20.7,27.8,49.2,8.6,11.5,W,76.00,0.56
Rajasthan,Jodhpur,2024-10,Loamy,13.2,33.6,15.6,24.6,50.8,8.8,10.3,S,38.00,1.72
Rajasthan,Jodhpur,2024-11,Sandy,8.4,29.3,8.9,19.1,48.6,8.2,9.4,NE,54.00,1.09
Rajasthan,Jodhpur,2024-12,Red,2.8,20.9,4.4,12.6,42.2,9.2,4.1,SW,83.00,0.36
Rajasthan,Jodhpur,2025-01,Red,3.6,24.1,5.5,14.8,37.4,10.5,12.7,W,35.00,0.47
Rajasthan,Jodhpur,2025-02,Black,2,25.8,8.4,17.1,41.4,9.4,9.9,NE,37.00,0.26
Rajasthan,Jodhpur,2025-03,Alluvial,0,34.7,12.9,23.8,40.9,9.4,7.6,NW,44.00,0.00
Rajasthan,Jodhpur,2025-04,Loamy,2.8,39.9,19.8,29.9,49.4,10.5,4.6,SW,59.00,0.36
Rajasthan,Jodhpur,2025-05,Alluvial,25.2,41.3,26.8,34,23.7,9.4,5.9,SE,48.00,3.28
Rajasthan,Jodhpur,2025-06,Red,29.7,40.4,25.9,33.1,37.9,9.4,5,NW,31.00,3.86
Rajasthan,Jodhpur,2025-07,Alluvial,44.2,34.2,20.3,27.2,56.3,8.5,2.8,W,46.00,5.75
Rajasthan,Jodhpur,2025-08,Alluvial,16.5,32.9,24.4,28.6,63.1,8.9,9.1,E,66.00,2.15
Rajasthan,Jodhpur,2025-09,Red,13.8,32.7,19.4,26.1,27.5,9.1,8.2,N,34.00,1.79
Rajasthan,Kota,2023-10,Alluvial,11.4,32.7,15.1,23.9,51.1,8.2,10.7,NE,87.00,1.48
Rajasthan,Kota,2023-11,Loamy,1.7,27.2,8.5,17.9,40,10.5,9.9,SE,57.00,0.22
Rajasthan,Kota,2023-12,Sandy,4.8,25.1,4.9,15,41.7,8.7,12.3,E,64.00,0.62
Rajasthan,Kota,2024-01,Red,0.2,25.7,7.3,16.5,63.3,9.1,10.5,NW,89.00,0.03
Rajasthan,Kota,2024-02,Loamy,11.6,26.4,6.4,16.4,26.2,10.2,2.7,W,83.00,1.51
Rajasthan,Kota,2024-03,Sandy,7.9,34,13.5,23.8,49.3,9.7,12.2,E,61.00,1.03
Rajasthan,Kota,2024-04,Sandy,12.2,37.3,19.3,28.3,53.3,10.4,9.7,NE,84.00,1.59
Rajasthan,Kota,2024-05,Red,39.2,40.6,28.3,34.5,60.2,10.2,13.7,W,70.00,5.10
Rajasthan,Kota,2024-06,Red,19.6,39.6,26.4,33,52.2,8.4,10.6,N,82.00,2.55
Rajasthan,Kota,2024-07,Sandy,63.6,36.4,24.6,30.5,50.1,8.7,12.1,SE,62.00,8.27
Rajasthan,Kota,2024-08,Black,49.6,33.3,22.8,28,39.7,8.4,14.1,NW,78.00,6.45
Rajasthan,Kota,2024-09,Alluvial,14.6,34.6,22.5,28.6,32.5,9.7,11.2,SW,57.00,1.90
Rajasthan,Kota,2024-10,Loamy,11.8,37.7,14.3,26,55.6,9.3,10.7,SW,54.00,1.53
Rajasthan,Kota,2024-11,Alluvial,6,27.3,10.5,18.9,26.4,10.1,9.3,SW,71.00,0.78
Rajasthan,Kota,2024-12,Red,4,25.9,6.7,16.3,46.5,8.6,6.2,W,67.00,0.52
Rajasthan,Kota,2025-01,Alluvial,6.8,26.5,6,16.2,45.5,8.6,11.9,SE,68.00,0.88
Rajasthan,Kota,2025-02,Alluvial,6.7,30.3,7.2,18.8,41.2,9.7,10.3,NW,70.00,0.87
Rajasthan,Kota,2025-03,Loamy,8.6,32,14.3,23.1,52.2,8.6,12.4,SE,45.00,1.12
Rajasthan,Kota,2025-04,Alluvial,24.4,38.6,20.4,29.5,50.5,8.6,8.4,N,87.00,3.17
Rajasthan,Kota,2025-05,Black,11.7,43.7,24.4,34,60,9.2,7.7,SW,70.00,1.52
Rajasthan,Kota,2025-06,Loamy,29.4,39.9,29,34.5,20.1,10.8,9.4,E,79.00,3.82
Rajasthan,Kota,2025-07,Alluvial,32.7,33.7,26.3,30,50.5,8.3,11.8,SE,66.00,4.25
Rajasthan,Kota,2025-08,Loamy,44.9,32,23.5,27.8,49.7,10.6,11.5,SE,64.00,5.84
Rajasthan,Kota,2025-09,Black,27.3,34.9,23.4,29.1,45,8.3,9.7,SE,47.00,3.55
Rajasthan,Udaipur,2023-10,Loamy,18.8,31.4,15.5,23.4,49.2,9.4,4.9,E,80.00,2.44
Rajasthan,Udaipur,2023-11,Red,7.1,31.4,10.1,20.8,36,8,8.7,N,67.00,0.92
Rajasthan,Udaipur,2023-12,Black,4.6,24.6,5.9,15.2,39.1,8.4,10.4,E,47.00,0.60
Rajasthan,Udaipur,2024-01,Black,5.3,21.6,7.8,14.7,50.7,10.9,3.9,S,72.00,0.69
Rajasthan,Udaipur,2024-02,Alluvial,0,26.7,8.5,17.6,63,10.2,7.1,NE,44.00,0.00
Rajasthan,Udaipur,2024-03,Alluvial,3.4,34.7,11.7,23.2,61.3,9.2,12.6,E,68.00,0.44
Rajasthan,Udaipur,2024-04,Black,18,37.7,19.3,28.5,41.6,9.9,8.1,SW,31.00,2.34
Rajasthan,Udaipur,2024-05,Alluvial,18.6,41.6,26,33.8,23.7,10,4.9,SW,80.00,2.42
Rajasthan,Udaipur,2024-06,Red,17.2,37.3,24.8,31,31.4,8.8,13.7,E,69.00,2.24
Rajasthan,Udaipur,2024-07,Black,31.2,35.1,24.4,29.8,61.3,9.4,4.3,N,53.00,4.06
Rajasthan,Udaipur,2024-08,Loamy,48.4,35.6,20.9,28.2,49.8,9.2,5,W,81.00,6.29
Rajasthan,Udaipur,2024-09,Alluvial,22.3,32.8,23.5,28.1,56.9,9.7,11,NE,33.00,2.90
Rajasthan,Udaipur,2024-10,Sandy,14.4,32,14.9,23.4,45.8,10.4,8.3,NW,84.00,1.87
Rajasthan,Udaipur,2024-11,Loamy,0,26.7,9.8,18.2,44.2,11.5,3.7,SW,34.00,0.00
Rajasthan,Udaipur,2024-12,Sandy,3.1,26.1,8.6,17.4,41,10,9.6,NE,63.00,0.40
Rajasthan,Udaipur,2025-01,Loamy,3.4,23.7,6.4,15.1,19.7,10.2,8.3,SE,36.00,0.44
Rajasthan,Udaipur,2025-02,Loamy,3.1,29.9,7.1,18.5,41,11.5,5.4,N,33.00,0.40
Rajasthan,Udaipur,2025-03,Sandy,5.3,32.7,13.9,23.3,47.1,8.2,6.3,S,67.00,0.69
Rajasthan,Udaipur,2025-04,Alluvial,10.6,37.8,20.4,29.1,49.2,7.7,11.1,N,55.00,1.38
Rajasthan,Udaipur,2025-05,Sandy,25.5,44,26.4,35.2,56,10,11.9,NW,70.00,3.32
Rajasthan,Udaipur,2025-06,Alluvial,33.1,39.7,29.6,34.7,53.9,10.1,4,W,77.00,4.30
Rajasthan,Udaipur,2025-07,Sandy,22.1,35.3,24.1,29.7,53.9,9.6,12.6,NW,89.00,2.87
Rajasthan,Udaipur,2025-08,Alluvial,40.3,31.2,22.8,27,52,9.1,6.6,NE,48.00,5.24
Rajasthan,Udaipur,2025-09,Loamy,15.4,32,20.8,26.4,39.4,6.6,14,SW,39.00,2.00
Rajasthan,Bikaner,2023-10,Red,13.6,32.2,15.8,24,33.3,11.2,13.4,E,38.00,1.77
Rajasthan,Bikaner,2023-11,Sandy,4,29.3,10,19.6,31.6,9.1,8.1,SW,38.00,0.52
Rajasthan,Bikaner,2023-12,Sandy,0.6,23.4,5.7,14.5,44.2,9.6,4.6,S,39.00,0.08
Rajasthan,Bikaner,2024-01,Alluvial,0.6,21.8,7,14.4,23.9,10.7,11.9,W,57.00,0.08
Rajasthan,Bikaner,2024-02,Loamy,2.6,22.8,7.4,15.1,44.4,8.5,6.2,NE,63.00,0.34
Rajasthan,Bikaner,2024-03,Sandy,13.1,33.7,11.7,22.7,29,9.2,7.1,SE,68.00,1.70
Rajasthan,Bikaner,2024-04,Black,16,36.9,20.4,28.6,64.4,10.3,7.6,NW,69.00,2.08
Rajasthan,Bikaner,2024-05,Red,20.3,41.2,27.2,34.2,38.7,9.5,7.9,W,56.00,2.64
Rajasthan,Bikaner,2024-06,Sandy,21.4,37.7,27.2,32.5,44.4,10,6.1,NW,90.00,2.78
Rajasthan,Bikaner,2024-07,Alluvial,49.6,33.4,25.9,29.6,42.5,9.9,9.2,W,35.00,6.45
Rajasthan,Bikaner,2024-08,Sandy,22,33.4,24.3,28.9,37.8,10,0.3,SW,54.00,2.86
Rajasthan,Bikaner,2024-09,Red,10.7,36.2,20.1,28.2,33.3,9.3,14,SW,40.00,1.39
Rajasthan,Bikaner,2024-10,Black,0.5,31.2,17.6,24.4,63.6,9.4,4,SW,86.00,0.07
Rajasthan,Bikaner,2024-11,Alluvial,9.8,30.1,10.6,20.4,36.9,9.5,7.3,NW,85.00,1.27
Rajasthan,Bikaner,2024-12,Alluvial,2.6,25.9,6.9,16.4,34.2,10.9,8.7,NE,88.00,0.34
Rajasthan,Bikaner,2025-01,Sandy,4.5,25.9,4.5,15.2,44.6,9,3,NE,86.00,0.59
Rajasthan,Bikaner,2025-02,Red,4.5,30.5,5.6,18.1,44.7,10.1,8.1,NE,78.00,0.59
Rajasthan,Bikaner,2025-03,Loamy,6.5,30.8,13.1,21.9,37.4,7.3,11.3,E,78.00,0.85
Rajasthan,Bikaner,2025-04,Loamy,18.6,37.8,20.1,28.9,55.7,9.7,10.5,N,46.00,2.42
Rajasthan,Bikaner,2025-05,Alluvial,19.4,43.7,26.2,35,46.9,8.2,8.6,SW,36.00,2.52
Rajasthan,Bikaner,2025-06,Red,18.3,38.8,25.8,32.3,34.3,11.6,11.7,W,77.00,2.38
Rajasthan,Bikaner,2025-07,Alluvial,58,32.9,23.9,28.4,47.1,8.8,5,W,43.00,7.54
Rajasthan,Bikaner,2025-08,Loamy,43.9,32.2,24.1,28.2,66,11.8,3.3,S,59.00,5.71
Rajasthan,Bikaner,2025-09,Red,26.3,35.5,19.6,27.6,55.1,9.8,7.1,S,75.00,3.42
Rajasthan,Ajmer,2023-10,Black,4.9,31.6,18.2,24.9,45,10.3,5.3,SE,89.00,0.64
Rajasthan,Ajmer,2023-11,Black,1.1,29.3,8.2,18.8,40.8,9.5,8,NW,52.00,0.14
Rajasthan,Ajmer,2023-12,Red,1.3,24.3,6.6,15.4,52.3,8.5,6.9,NE,63.00,0.17
Rajasthan,Ajmer,2024-01,Alluvial,5.9,25.1,4.1,14.6,48.5,7.5,7.9,SW,34.00,0.77
Rajasthan,Ajmer,2024-02,Loamy,9.1,25.3,6.8,16.1,52.6,8,5.8,S,81.00,1.18
Rajasthan,Ajmer,2024-03,Sandy,9.2,31.8,12.5,22.1,52.4,9.9,8.5,SE,57.00,1.20
Rajasthan,Ajmer,2024-04,Loamy,10.9,38.3,19.6,28.9,49.6,9,7.2,N,37.00,1.42
Rajasthan,Ajmer,2024-05,Alluvial,13.3,41.7,24.8,33.2,33.9,9.8,8.4,S,46.00,1.73
Rajasthan,Ajmer,2024-06,Red,33.2,39.1,27.3,33.2,50.5,9.9,5.2,E,53.00,4.32
Rajasthan,Ajmer,2024-07,Red,36.1,35.3,23.8,29.5,39.1,9.7,14.4,S,57.00,4.69
Rajasthan,Ajmer,2024-08,Alluvial,26.1,31.6,23.2,27.4,63.1,10.7,3.9,SW,50.00,3.39
Rajasthan,Ajmer,2024-09,Black,22.3,34.6,20.6,27.6,48.4,10.5,10.3,E,57.00,2.90
Rajasthan,Ajmer,2024-10,Alluvial,3.4,33.9,15.7,24.8,45.7,9.6,7.3,W,67.00,0.44
Rajasthan,Ajmer,2024-11,Alluvial,7,27.6,8.4,18,41.1,9.7,11.4,E,86.00,0.91
Rajasthan,Ajmer,2024-12,Loamy,3.2,22.4,8.8,15.6,47.6,10.8,7.3,NE,30.00,0.42
Rajasthan,Ajmer,2025-01,Sandy,4,25,7.2,16.1,55.6,10.4,6.8,SE,57.00,0.52
Rajasthan,Ajmer,2025-02,Sandy,1.7,27.2,8.9,18.1,42.8,10.6,12.1,W,43.00,0.22
Rajasthan,Ajmer,2025-03,Black,3.2,31.5,12.6,22.1,48.1,9,11.8,SW,83.00,0.42
Rajasthan,Ajmer,2025-04,Red,15.3,37.8,18.1,27.9,31.8,9.8,1.3,SW,39.00,1.99
Rajasthan,Ajmer,2025-05,Loamy,29.8,41.5,29.7,35.6,68.1,9.3,7.4,SW,31.00,3.87
Rajasthan,Ajmer,2025-06,Alluvial,35.2,42.3,24.8,33.5,27.1,8.9,9.5,NE,40.00,4.58
Rajasthan,Ajmer,2025-07,Black,40.3,36.3,22.3,29.3,36.8,10.4,5.2,E,57.00,5.24
Rajasthan,Ajmer,2025-08,Alluvial,8.3,32.9,23.7,28.3,58.8,9,7.2,N,90.00,1.08
Rajasthan,Ajmer,2025-09,Sandy,14.6,31.7,19.9,25.8,50.2,9.8,8.2,S,52.00,1.90
Rajasthan,Alwar,2023-10,Loamy,6.1,32.8,13.5,23.1,46.8,10.9,3.7,NW,84.00,0.79
Rajasthan,Alwar,2023-11,Sandy,2.5,28.6,11.6,20.1,40.5,8.8,2.2,NW,38.00,0.33
Rajasthan,Alwar,2023-12,Black,2.4,27.2,6.4,16.8,44.8,9.8,8.1,S,42.00,0.31
Rajasthan,Alwar,2024-01,Red,0.9,25.4,6.4,15.9,45.2,8.5,12,NE,48.00,0.12
Rajasthan,Alwar,2024-02,Alluvial,6.2,26.3,9.3,17.8,40,8.7,5.8,W,59.00,0.81
Rajasthan,Alwar,2024-03,Loamy,1.4,33.8,10.9,22.3,32.7,7.4,7.9,S,43.00,0.18
Rajasthan,Alwar,2024-04,Loamy,15,37.6,18.8,28.2,33.3,10,6.5,NW,70.00,1.95
Rajasthan,Alwar,2024-05,Alluvial,29.1,40.8,26.3,33.5,58,10.1,6.9,S,77.00,3.78
Rajasthan,Alwar,2024-06,Sandy,34.2,39.8,27.1,33.5,41.7,9.3,8.8,SE,89.00,4.45
Rajasthan,Alwar,2024-07,Alluvial,30.4,33.6,22.4,28,44,8.3,8.6,N,39.00,3.95
Rajasthan,Alwar,2024-08,Red,27.4,33.9,23.1,28.5,40.3,10.2,10.5,SE,76.00,3.56
Rajasthan,Alwar,2024-09,Black,14.2,34.7,20.1,27.4,46,8.2,2.7,SE,63.00,1.85
Rajasthan,Alwar,2024-10,Red,8.9,32.9,15.6,24.2,33.2,9.1,8.9,S,79.00,1.16
Rajasthan,Alwar,2024-11,Alluvial,4.1,28.4,9.3,18.9,56.7,8.3,9.6,SW,67.00,0.53
Rajasthan,Alwar,2024-12,Sandy,5.1,24.8,5.8,15.3,39.7,10.5,3.8,N,75.00,0.66
Rajasthan,Alwar,2025-01,Black,0.5,23.5,7.6,15.6,48.8,8.5,7.2,W,81.00,0.07
Rajasthan,Alwar,2025-02,Sandy,2.4,26.1,9.3,17.7,31.3,11.1,10.6,E,88.00,0.31
Rajasthan,Alwar,2025-03,Loamy,12.8,32.4,12.9,22.6,30.7,9,9.6,SE,50.00,1.66
Rajasthan,Alwar,2025-04,Alluvial,23.3,36.5,19.6,28.1,43.5,8.1,9.9,SW,45.00,3.03
Rajasthan,Alwar,2025-05,Alluvial,20.5,41.8,25.5,33.6,37.1,9.5,7.5,W,55.00,2.67
Rajasthan,Alwar,2025-06,Alluvial,28.2,39,27.5,33.2,61.5,9.6,11.1,W,80.00,3.67
Rajasthan,Alwar,2025-07,Alluvial,25.6,35.4,22.8,29.1,45.2,8.8,11.7,NW,79.00,3.33
Rajasthan,Alwar,2025-08,Loamy,47.3,33.5,21.2,27.4,58,9.8,8.6,SW,38.00,6.15
Rajasthan,Alwar,2025-09,Loamy,8.3,32.8,21,26.9,50.4,7.3,7.6,W,84.00,1.08
Rajasthan,Bharatpur,2023-10,Red,10.3,34.2,16.8,25.5,50.8,8.7,2.2,W,50.00,1.34
Rajasthan,Bharatpur,2023-11,Sandy,2.7,29.4,11.6,20.5,52.1,9.9,9.1,NE,78.00,0.35
Rajasthan,Bharatpur,2023-12,Red,0.5,23.7,8,15.8,35.6,11.1,7,N,85.00,0.07
Rajasthan,Bharatpur,2024-01,Loamy,6.5,21.8,6.7,14.2,37.6,8.1,8.6,E,47.00,0.85
Rajasthan,Bharatpur,2024-02,Red,6.9,25.7,6.1,15.9,44.1,9.4,9.6,NW,83.00,0.90
Rajasthan,Bharatpur,2024-03,Sandy,11.5,32.8,15.2,24,47.2,9.2,3.1,NE,83.00,1.50
Rajasthan,Bharatpur,2024-04,Black,13,37.4,21.1,29.2,49.6,8.3,8.4,NE,40.00,1.69
Rajasthan,Bharatpur,2024-05,Loamy,29.7,44.2,27,35.6,52.6,9.6,9.1,W,48.00,3.86
Rajasthan,Bharatpur,2024-06,Loamy,40.8,37.9,26.5,32.2,37.3,9.9,11.6,W,88.00,5.30
Rajasthan,Bharatpur,2024-07,Sandy,31.5,31.3,23.5,27.4,69.1,10,9.2,NE,31.00,4.10
Rajasthan,Bharatpur,2024-08,Red,30.8,31,23.6,27.3,51.7,11.7,9.6,S,35.00,4.00
Rajasthan,Bharatpur,2024-09,Red,15.2,33,20.8,26.9,42.6,10.6,8.5,SE,52.00,1.98
Rajasthan,Bharatpur,2024-10,Alluvial,6.4,35.8,16,25.9,52.7,8.9,9,E,78.00,0.83
Rajasthan,Bharatpur,2024-11,Loamy,4.8,25.1,12.4,18.8,57.9,9.1,4.6,NE,90.00,0.62
Rajasthan,Bharatpur,2024-12,Red,2.8,24.1,6.4,15.2,46.9,10,12.3,SE,50.00,0.36
Rajasthan,Bharatpur,2025-01,Black,4.5,22.4,7.6,15,61.4,12.7,4.6,SW,55.00,0.59
Rajasthan,Bharatpur,2025-02,Alluvial,4.6,23.8,8.6,16.2,39.5,11.4,5.6,SE,32.00,0.60
Rajasthan,Bharatpur,2025-03,Red,1,32.2,10.6,21.4,52.5,7.4,8,E,89.00,0.13
Rajasthan,Bharatpur,2025-04,Black,2.5,37.5,21.9,29.7,48.6,8.6,7.8,SE,32.00,0.33
Rajasthan,Bharatpur,2025-05,Alluvial,24.3,42.6,24.3,33.5,50.9,6.8,6,E,79.00,3.16
Rajasthan,Bharatpur,2025-06,Sandy,24.3,40.9,27,34,30.9,8.5,8.5,E,74.00,3.16
Rajasthan,Bharatpur,2025-07,Loamy,37.7,34.1,23.4,28.8,67,9,7.7,NW,64.00,4.90
Rajasthan,Bharatpur,2025-08,Loamy,57.1,30.8,20.7,25.8,67.8,8.8,7,NW,47.00,7.42
Rajasthan,Bharatpur,2025-09,Red,13.8,33.5,22.9,28.2,53,10.4,3.7,SW,56.00,1.79
Rajasthan,Pali,2023-10,Sandy,3.6,28.5,14.8,21.6,54.6,10,7.1,NE,46.00,0.47
Rajasthan,Pali,2023-11,Red,3.4,26.7,10.1,18.4,52.7,7.9,8.6,NW,71.00,0.44
Rajasthan,Pali,2023-12,Loamy,4.1,23.1,6.7,14.9,73.1,9.4,8.9,S,84.00,0.53
Rajasthan,Pali,2024-01,Red,0.6,24,6.4,15.2,46.9,8.5,8.4,N,51.00,0.08
Rajasthan,Pali,2024-02,Red,7.9,27.4,9,18.2,42.6,10.2,8.6,NE,70.00,1.03
Rajasthan,Pali,2024-03,Sandy,3.2,33.2,11.6,22.4,38.7,9.7,8.6,NW,32.00,0.42
Rajasthan,Pali,2024-04,Alluvial,6.3,39.3,20.5,29.9,38,8,7.3,N,51.00,0.82
Rajasthan,Pali,2024-05,Red,18.2,41.9,25.4,33.6,24.9,9.1,6.8,SW,68.00,2.37
Rajasthan,Pali,2024-06,Alluvial,32.3,38.7,28.8,33.8,25.9,10.8,7.1,NE,65.00,4.20
Rajasthan,Pali,2024-07,Sandy,45.3,34.9,25.2,30,56.1,8.4,12,W,43.00,5.89
Rajasthan,Pali,2024-08,Sandy,29.4,33.1,24.3,28.7,49.7,10.1,6,N,76.00,3.82
Rajasthan,Pali,2024-09,Red,16.6,33.9,19,26.4,37.2,10.9,10.4,SE,70.00,2.16
Rajasthan,Pali,2024-10,Loamy,8.5,33.1,15.5,24.3,58.6,9.3,8.4,NW,50.00,1.11
Rajasthan,Pali,2024-11,Alluvial,6.9,26.6,11.7,19.1,29.7,11.1,6.6,E,41.00,0.90
Rajasthan,Pali,2024-12,Alluvial,1.1,20.9,5.3,13.1,34.6,8.9,7.3,NW,80.00,0.14
Rajasthan,Pali,2025-01,Alluvial,5.3,24.1,6.2,15.2,34,8.6,13.1,SW,76.00,0.69
Rajasthan,Pali,2025-02,Alluvial,1.3,29.2,7.5,18.4,45,10.6,11.6,E,71.00,0.17
Rajasthan,Pali,2025-03,Sandy,6.6,32.2,12.7,22.5,48.4,10.4,7.8,SE,89.00,0.86
Rajasthan,Pali,2025-04,Loamy,16.7,40.2,20.3,30.2,48.1,8,0.1,NW,80.00,2.17
Rajasthan,Pali,2025-05,Red,25.1,41.6,25.2,33.4,47.4,9.4,11.1,E,55.00,3.26
Rajasthan,Pali,2025-06,Red,27,38.6,28,33.3,42.8,10,6.3,SW,64.00,3.51
Rajasthan,Pali,2025-07,Sandy,27.2,34.9,23.8,29.4,64.8,9.2,2.2,W,85.00,3.54
Rajasthan,Pali,2025-08,Loamy,25.9,33.9,22.5,28.2,57.5,10.5,5.6,SW,47.00,3.37
Rajasthan,Pali,2025-09,Red,6.7,33.5,20.2,26.9,35.3,9.3,9.2,N,73.00,0.87
Rajasthan,Sikar,2023-10,Loamy,8.4,33.1,17.9,25.5,41.6,9.8,6.2,NE,56.00,1.09
Rajasthan,Sikar,2023-11,Red,0.8,26.8,9.2,18,48.6,11.8,5.5,W,40.00,0.10
Rajasthan,Sikar,2023-12,Loamy,0.6,23.6,6.2,14.9,47.6,10.8,0.4,S,44.00,0.08
Rajasthan,Sikar,2024-01,Red,0,22.9,7.1,15,29.3,6.5,9.4,E,66.00,0.00
Rajasthan,Sikar,2024-02,Loamy,4.1,25.1,6.6,15.9,35.3,9.6,5.8,NE,58.00,0.53
Rajasthan,Sikar,2024-03,Red,8.7,28.4,11.7,20,33.7,9.2,6.1,E,62.00,1.13
Rajasthan,Sikar,2024-04,Sandy,17.2,34.9,19.8,27.4,50.6,11.4,6.2,S,77.00,2.24
Rajasthan,Sikar,2024-05,Loamy,23.8,39,22.9,30.9,53.4,9.5,11.2,E,71.00,3.09
